idx,title,top10pick,top30pick,exploratorypick,priority_score,would_read,journal_name,journal_tier,field,authors,abstract,abstract_source,priority_score_confidence,would_read_confidence,throwawayreason,top10reason,top30reason,scorereason,exploratoryreason,firehose_label,throwaway,doi
436,The role of transport in New York’s air quality impacts from the 2023 Canadian wildfires,,,,,0.0,Environmental Research Letters,A,applied_ecology,Adwoa Aboagye-Okyere; Jinmu Luo; Peter Hess; Longlei Li; Natalie Mahowald,"Abstract In 2023, Canada experienced its most severe wildfire season on record, burning over 7.8 million hectares and releasing unprecedented carbon emissions surpassing the country’s previous record by several fold. These fires produced dense plumes that were transported into the Northeastern United States (US), including New York City (NYC), contributing to extreme air pollution in the area. This study investigates whether atmospheric transport from Canada to NYC during the 2023 wildfire season was unusual compared to previous years, considering the important role that transport consistently plays in carrying smoke over long distances, or whether the meteorological conditions were different than previous years, which led to the poor air quality in NYC. We use community atmospheric model (CAM) simulations driven by reanalysis winds for the period 1985–2023, along with daily PM 2.5 observations from the US environmental protection agency (EPA), to simulate long-range aerosol transport under base and high emission scenarios and analyze pollutant transport and concentrations over NYC. Results show that although long-range transport was necessary to bring smoke to NYC, the transport patterns in 2023 were not significantly different from those in previous years. Instead, the record-breaking PM 2.5 levels were mainly caused by the extraordinary magnitude of fire emissions. The model accurately captured the spatial distribution of smoke. These findings thus emphasize anomalously high fire emissions, rather than transport or meteorology, played a more crucial role in driving the air quality impacts of this event over the Northeastern US.",,,0.85,Discusses air quality impacts without connecting to conservation management actions.,,,,,False,0,10.1088/1748-9326/ae628b
437,"Learning together: Navigating the interconnected waters of storytelling, nitrogen pollution, and codesign in coastal communities across three watersheds",,,,,0.0,Environmental Research Letters,A,applied_ecology,Brittany Y. Davis; Estenia Ortiz Carabantes; Sherilyne Jones; Rebecca Zarger; Hillary Van Dyke; Walter Smith III; Linden Cheek; David Cwiertny; Maya C Burke; Tiara Moore; Christine Prouty; Maya Trotz,"Abstract Nitrogen pollution is a complex 21st century environmental challenge with profound negative effects on coastal communities. Engineering solutions alone are insufficient for addressing this. Here we describe an innovative approach to making nitrogen pollution, its causes, and solutions understandable to those most affected by it through an interactive web-based platform, videos, storytelling, art exhibits, and documentary films. &amp;#xD;&amp;#xD;A critical aspect of the project structure was identifying and collaborating with local community leaders from the outset. Their experiences as environmental advocates and their community connections fundamentally shaped the direction of the project, benefitting both advocates (referred to as “Alliance members”), their organizations, “underestimated communities,” and the research team. Codesigning the research project with community leaders ensured the research aligned with community priorities, thereby enhancing the applicability of the research. Working across geographies, disciplines, backgrounds, and experiences can be challenging. The team took numerous steps, including multiple site visits to each location, workshops on systems thinking for team members, community arts and film screening events, and regular virtual meetings, to address these challenges. The success of the project and the codesign approach underscore the importance of looking to expand beyond traditional engineering approaches to encompass humanistic approaches such as storytelling and visual media to connect with ongoing community efforts.",,,0.8,The title focuses on storytelling and community engagement without clear decision-making or conservation management themes.,,,,,False,0,10.1088/1748-9326/ae628a
439,Capturing system complexity in maritime decarbonization: A multilayer modeling perspective,,,,,0.0,Environmental Research Letters,A,applied_ecology,Maksym Chepeliev; René Bañares-Alcántara; Lorenza Campagnolo; Ronald Apriliyanto Halim; Jim W Hall; Gianandrea Mannarini; Hesam Naghash; Carlo Palazzi; Ramiro Parrado; Paola Rocchi; Alessandro Taberna; Soheil Shayegh,Abstract,,,0.9,The article discusses maritime decarbonization modeling but lacks specific conservation decision-making context.,,,,,False,0,10.1088/1748-9326/ae61ce
440,National forest cover change baselines for six countries of the Congo basin using open-source solutions and sample-based area estimates (2015–2023),,,,,0.0,Environmental Research Letters,A,applied_ecology,Aurélie C Shapiro; Katie P Bernhard; Rémi d’Annunzio; Rene Siwe; Josefina Mbulito Iyanga; Conan Vassily Obame; Gislain II Mofack; Francis Inicko Gangyo; Élisée Tchana; Amelie Arquero; Daudet Mbenza; Héritier Kondjo; Christophe Sannier; Benoit Mertens; Flora Martins; Andreas Vollrath,"Abstract Forest ecosystems play an essential role in mitigating the global climate crisis, while supporting the livelihoods of millions of people. Central Africa’s Congo basin hosts the largest continuous tract of forest on the African continent, providing essential resources to local communities and harboring extensive biodiversity. With a rapidly growing human population and both local and international demand for natural resources, the threats to these forests are expected to increase. Accurate, statistically validated estimates of recent deforestation and degradation are needed to support sustainable development, forest conservation and focus mitigating interventions. A regional collaborative effort has produced the first systematically and statistically validated remote sensing assessment of both deforestation and degradation in six Congo basin countries for 2015–2023, while identifying the associated direct drivers of anthropogenic disturbance. Our analysis of satellite data over eight years, along with statistically derived confidence intervals indicates that deforestation in the study region comprising six countries is largely stable, while degradation is more dynamic and growing in some countries, which may reflect the opening of new deforestation fronts. The main drivers of forest loss are small-scale agriculture, artisanal and industrial forestry. The presence of industrial drivers is more limited, although they might have a more permanent impact on land cover and biomass. This methodology and results are crucial for motivating new finance mechanisms and interventions in the Central African region to help stabilize deforestation rates, ensure food security and resist new pressures.",,,0.85,"The focus is on forest cover change baselines, lacking decision support or management framing.",,,,,False,0,10.1088/1748-9326/ae61cd
441,Contrasting patterns of deforestation and reforestation in India’s tropical dry woodlands,,,,,0.0,Environmental Research Letters,A,applied_ecology,Dhanapal Govindarajulu; Timothy Foster; Rose Pritchard; Matthias Baumann; Tobias Kuemmerle; Bhumika Morey; Abhijeet Parmar; Ashwini Chhatre; Johan A Oldekop,"Abstract Tropical dry woodlands are key ecosystems for global biodiversity, carbon storage, and forest-based livelihoods in some of the poorest regions of the world. Many of these woodlands have been historically converted and degraded, and while recovery occurs in some areas, the pressure on remaining tropical dry woodlands remains high. Despite this, our understanding of the spatial patterns of tropical dry woodland change is poor. Here, we reconstruct spatio-temporal dynamics of dry woodlands between 2014 and 2024 across India at 30 m resolution, a country with a long land-use history and widespread historical woodland decline, as well as large and active woodland restoration commitments. To better understand the geographic patterns of change, we conduct a spatial autocorrelation analysis of woodland losses and gains to compare decreases and increases of woodland cover inside and outside government-administered lands. Our study reveals a gross gain of ∼2.10 million hectare (Mha) compared with a loss of ∼0.29 Mha of woodland. Within this net gain of 1.80 Mha, we find contrasting spatial patterns of woodland loss and gain. Government administered lands, where most of the country’s native dry woodlands remain, experienced a loss of 0.17 Mha (58% of total loss). In contrast, outside government-administered lands, which are often human-dominated agricultural landscapes where active reforestation initiatives and forest plantations take place, tropical dry woodland area increased by around 0.78 Mha (37% of total gain). Our results highlight that regional- or national-level woodland trends can mask important fine-scale deforestation and reforestation patterns with important implications for biodiversity, ecosystem services, and rural livelihoods outcomes. As countries expand conservation and restoration efforts in the wake of the 30 × 30 agenda and other commitments, it is critical for monitoring efforts to capture the patterns of dry woodland change at sufficient detail to inform policy making and spatial planning, and thus to support desired restoration outcomes.",,,0.9,"This study contrasts deforestation and reforestation patterns, but does not frame them in terms of decision-making.",,,,,False,0,10.1088/1748-9326/ae61cb
442,Catchment precipitation partitioning in the Budyko framework is controlled by root zone storage capacity,,,,,0.0,Environmental Research Letters,A,applied_ecology,Muhammad Ibrahim; Fransje van Oorschot; Ruud van der Ent; Markus Hrachowitz; Miriam Coenders-Gerrits,"Abstract Quantification of long-term partitioning of precipitation into evaporation and runoff is a fundamental pursuit in catchment hydrology. The Budyko framework provides a theoretical basis for this and estimates the evaporative fraction based on the aridity index. However, deviations from the global-average Budyko curve point to additional controls on precipitation partitioning beyond the aridity index. We hypothesized that root zone storage capacity ( S r, max ), defined as maximum subsurface water volume accessible to vegetation roots, is a key driver of these deviations. The relationship between S r, max and precipitation partitioning in the Budyko space was investigated globally across &gt;5000 catchments. S r, max was calculated using the memory method based on runoff observations and the water balance. The ω -parameter from Fu’s equation, which was used here to construct parametric Budyko curves, reflects deviations from the global-average Budyko curve and hence precipitation partitioning. Results revealed a globally stronger correlation (Spearman’s ρ = 0.68) of ω with S r, max , than with other potential controls, indicating S r, max as a dominant driver of precipitation partitioning. Further analysis based on Köppen–Geiger climatic zone classification revealed variations in the S r, max – ω relationship, with the strongest correlations observed in cold ( ρ = 0.87) and Mediterranean ( ρ = 0.83) climates, followed by temperate ( ρ = 0.76), tropical ( ρ = 0.64) and arid climates ( ρ = 0.61). Regional differences in S r, max indicate that, at a given aridity, E A / P largely reflects vegetation adaptation to the seasonal interplay between water supply and atmospheric water demand. This study provides strong empirical evidence on a global scale for S r, max as a governing factor in modulating catchment precipitation partitioning, as evident in the Budyko space. As a major implication our results provide a theoretical basis for the maximum values of S r, max found in nature, as constrained by the water and energy limits of the Budyko framework.",,,0.85,Catchment precipitation studies are descriptive with no explicit conservation management context.,,,,,False,0,10.1088/1748-9326/ae612a
443,"Reply to Comment on ‘National temperature neutrality, agricultural methane and climate policy: reinforcing inequality in the global food system’",,,,,0.0,Environmental Research Letters,A,applied_ecology,Colm Duffy; Carl Doedens; Róisín Moriarty; Hannah Daly; David Styles; Malte Meinshausen,"Abstract This paper responds to a comment on our study of national “temperature neutrality” (TN) as a basis for climate policy, using Ireland as a case study. The comment mischaracterises our original analysis in several respects; we correct these mischaracterisations and engage with the substantive arguments raised. We demonstrate that the comment constructs a false dichotomy between national TN and net-zero greenhouse gas emissions (NZ-GHG), overlooking the split-gas compromise pathways explicitly evaluated in our original study. In addition, the EU effort-sharing framework is based on absolute GHG emissions reductions, not temperature contributions, and Ireland’s obligations under Regulation (EU) 2018/842 and the Paris Agreement require economy-wide absolute reductions. A national TN approach is therefore incompatible with these existing frameworks. We further show that widespread adoption of national TN would create a proliferation dynamic, a “race to the bottom”, in which the mitigation gap left by TN-adopting states increases pressure on remaining states, collectively undermining the EU and global mitigation effort. We also rebut the assertion that GWP100 lacks scientific rigour: it is grounded in the same physical climate modelling as TN-based approaches and benefits from a standardised, internationally accepted accounting protocol. Finally, we highlight the equity implications identified in our original study: national TN grandfathers disproportionately high per-capita agricultural CH 4 emissions in Ireland, appropriating emissions space needed by food-insecure developing countries. We conclude that TN is not an effective, fair, transparent, or robust basis for national climate policy.",,,0.9,The title indicates a response to a comment without presenting new insights on conservation decision-making.,,,,,False,0,10.1088/1748-9326/ae53fc
444,"Comment on ‘National temperature neutrality, agricultural methane and climate policy: reinforcing inequality in the global food system’",,,,,0.0,Environmental Research Letters,A,applied_ecology,Joseph Wheatley,"Abstract The correct formulation of climate policy targets in countries with a high share of agricultural greenhouse gas (GHG) emissions is contested. A recent article in ERL argues that 2050 Net Zero (NZ) GHG targets using GWP100 equivalents is the appropriate national target, irrespective of emissions profile, and despite the well-documented physical science deficiencies of this metric for methane. This target would lead to a radical reduction in ruminant agriculture in countries such as Ireland or New Zealand, an impact that the authors welcome on global equity grounds. In this comment, technical counter-arguments in favour of a temperature neutrality approach are outlined. It is pointed out, through explicit calculation, that achieving GWP100 NZ is not necessary for Ireland to align with EU and Paris Agreement temperature goals. At the same time, a temperature-neutral approach lowers the societal burden of climate policy, which is a legitimate concern for domestic policymakers.",,,0.9,"This is a comment on another paper, providing no new management decisions or actions.",,,,,False,0,10.1088/1748-9326/ae5a49
445,The influence of waves and bubbles on oxygen in the ocean interior,,,,,0.0,Environmental Research Letters,A,applied_ecology,Paridhi Rustogi; Laure Resplandy; Seth Bushinsky; Luc Deike,"Abstract Bubble-mediated exchange during wave breaking is an essential pathway for oxygen transfer at the ocean–atmosphere interface. Conventional wind-dependent gas transfer velocity formulations generally ignore wave-bubble effects and use local wind speed alone to determine the air–sea gas exchange rate. Here, we quantify the influence of waves and bubbles using a generalised wind-wave-bubble gas transfer formulation that accounts for symmetric (diffusive flux through the unbroken ocean and large bubble surface) and asymmetric (pressurised large and small bubbles that dissolve completely) contributions. We contrast it with a widely used wind-dependent formulation using simulations from a global ocean circulation model over the historical period (1959–2020). Including waves and bubbles reduces the model–observation mismatch with quality-controlled biogeochemical Argo float oxygen concentrations in key mode and deep water mass formation regions by ∼70% to 90% and captures observed episodes of bubble-induced supersaturation. This addresses the systematic oxygen undersaturation bias simulated by the wind-dependent simulation. These surface changes propagate into the interior, raising oxygen concentrations by +2 to +10 µ mol kg −1 across most water mass layers. The wind-wave-bubble formulation also enhances flux variability across timescales, and amplifies the climatological seasonal amplitude of the global air–sea oxygen flux by ∼30% relative to the wind-dependent formulation. These results establish bubbles as a first-order, global-scale control on ocean oxygen, resulting in a closer match to observed oxygen saturation and enhancing interior oxygen ventilation.",,,0.85,The focus on waves and bubbles relates to ocean chemistry rather than conservation decision-making.,,,,,False,0,10.1088/1748-9326/ae612b
446,Evidence gaps in tropical plant responses to climate change,,,,,0.0,Environmental Research Letters,A,applied_ecology,Emma E Ramsay; Leanne Tan; Jiaa Ning Ho; Kang Min Ngo; Perrine Hamel,"Abstract Tropical plant species are highly vulnerable to climate change but remain underrepresented in global syntheses of species responses to climate change. Here, we systematically reviewed and synthesised evidence from 309 studies reporting tropical plant species responses to increases in temperature and changes in precipitation. We scored the direction of change for 2555 species-climate-responses including changes in survival and growth, and physiological and morphological traits. Our database included information for 1435 species across 124 families, but the direction of change varied across species, response traits and climate drivers. From a systematic assessment of the quantity, quality and agreement of evidence we found low overall confidence for each species-climate-response, largely due to a lack of repeated studies. The majority (85%) of species-climate responses were scored from a single study, reflecting large evidence gaps across tropical taxa and geographies. Given that ecosystem services are underpinned by species traits, these evidence gaps limit our ability to anticipate and manage changes in ecosystem service provision under climate change. Our synthesis highlights the need for replicable, decision-relevant research to support ecosystem management, biodiversity conservation and nature-based solutions in the tropics under mounting climate pressures.",,,0.95,The article highlights evidence gaps in plant responses without linking to conservation management.,,,,,False,0,10.1088/1748-9326/ae6129
447,Atmospheric CO <sub>2</sub> observations reveal seasonality bias in Arctic–boreal carbon flux estimates,,,,,0.0,Environmental Research Letters,A,applied_ecology,Jiaming Wen; Wu Sun; Kelsey T Foster; Ben Bond-Lamberty; Charles E Miller; Liang Feng; Anna M Michalak,"Abstract Accurately quantifying carbon fluxes is critical for understanding carbon cycle dynamics and predicting carbon-climate feedbacks in rapidly-warming Arctic and boreal ecosystems. Here we evaluate net ecosystem exchange (NEE) estimates derived from three distinct approaches: atmospheric inversions, upscaled flux measurements, and terrestrial biosphere models. We leverage atmospheric CO 2 observations collected during airborne campaigns organized as part of the Carbon in Arctic Reservoirs Vulnerability Experiment (CARVE) and the Arctic Carbon Atmospheric Profiles (Arctic-CAP) campaigns during 2012–2014 and 2017, respectively. We find that the ability to reproduce observed atmospheric CO 2 variability varies substantially across the three modeling approaches. Model-data consistency is strongly associated with estimated NEE seasonality; models showing less consistency with atmospheric observations often exhibit earlier spring onset, earlier carbon uptake peak, or delayed autumn senescence. Furthermore, we find that these NEE seasonality biases result largely from the seasonality of gross primary production and, to a lesser extent, that of heterotrophic respiration. These findings underscore the need for integrated frameworks that incorporate diverse approaches to generate carbon flux estimates that are constrained at large scales while providing detailed process-level insights. Our results provide insights to guide model refinement and highlight the need to expand in situ measurements in Arctic and boreal regions and derive region-specific constraints on the relationships among vegetation phenology, carbon fluxes and environmental drivers.",,,0.85,The title discusses carbon flux estimates without framing any conservation decisions.,,,,,False,0,10.1088/1748-9326/ae6128
448,Increasing extremity and accelerating expansion of heatwaves across Eurasia,,,,,0.0,Environmental Research Letters,A,applied_ecology,Yuqing Sun; Gensuo Jia; Xiyan Xu,"Abstract Heatwaves have increased globally under climate warming. However, quantitative assessments regarding their spatial expansion and extremity evolution at the continental scale remain limited. In this study, we used multiple datasets and a unified framework to assess long-term changes in heatwave frequency, intensity and spatial clustering across 15 reference regions of the Intergovernmental Panel on Climate Change in Eurasia from 1950 to 2023. In Eurasia, heatwaves have shifted toward more extreme conditions since the 1990s. The spatial extent of rare events, which represent the most extreme conditions exceeding the 90th percentile of the 1991–2020 baseline period, expanded most rapidly. The annual mean area affected by rare heatwaves during 2014–2023 has tripled relative to the climatological mean of the 1991–2020 baseline period. Temporally, both the frequency and intensity of heatwaves in Eurasia have accelerated since the 1990s, with most record-breaking years occurring after 2010. Spatially, heatwaves extended beyond traditional low-latitude regions. In mid- and high-latitude regions such as Northern Europe, Eastern Europe and the Russian Arctic, frequency was 1.1–1.4 times and intensity was 1.2–2.2 times higher in the recent period (1994–2023) than in the early period (1964–1993). In these regions, the occurrence probability of rare events in these areas reached 15% in the recent period. These findings highlight a shift in heatwave climatology across Eurasia under climate change and provide new insights into the evolving risk of extreme heat events.",,,0.9,The focus on climate change and heatwaves lacks explicit connection to decision-making in conservation.,,,,,False,0,10.1088/1748-9326/ae5990
449,The hidden costs of plastic pollution: a call to value its unpriced externalities,,,,,0.0,Environmental Research Letters,A,applied_ecology,Erin L Murphy; Marisa Morse; Kristy Wallmo; Ben Maurer; Kara Lavender Law; Mary Ellen Ternes; Adam Domanski; Andrew Scheld; Levi Helm; Jenna Jambeck; Amy V Uhrin,,,,0.85,"While addressing pollution costs, it lacks a clear link to conservation management actions.",,,,,False,0,10.1088/1748-9326/ae57c1
450,What do we know about the albedo effect of afforestation and reforestation? A systematic synthesis of the scientific literature,,,,,0.0,Environmental Research Letters,A,applied_ecology,Leon Stephan; Ingrid Schulte; Sabine Fuss,"Abstract Carbon dioxide removal (CDR) will play a crucial role in mitigating climate change and achieving net zero CO 2 emissions. As one technique of the CDR portfolio, afforestation and reforestation (A/R) is heavily relied on in both climate change mitigation scenarios and policy strategies. However, beyond CO 2 sequestration, A/R can have side effects that may affect its effectiveness in drawing global temperatures down, which is the ultimate aim of CDR. In our study, we focus on A/R’s impact on the Earth’s albedo. Here, we provide the first systematic overview of the albedo effect. We review and synthesize the existing evidence in the scientific literature and analyze patterns of the albedo effect. The results show a heterogeneous literature landscape with large areas of underrepresentation. Our collected data shows a reduced albedo in almost all cases, and different temperature responses on different scales. Considering the data heterogeneity and availability, our research findings show that more detailed research is needed to comprehensively assess the albedo impact of A/R and consider fine-grained site-specific factors such as topography.",,,0.9,The review is about the albedo effect without tying it to specific conservation actions or decisions.,,,,,False,0,10.1088/1748-9326/ae608b
451,The role of GEDI spaceborne lidar in biodiversity analyses: a topical review,,,,,0.0,Environmental Research Letters,A,applied_ecology,Michele Torresani; Vitezslav Moudry; Christopher R Hakkenberg; Scott J Goetz; David Coomes; Alexander Cotrina-Sanchez; John David Armston; Jody C Vogeler; David Roy; Duccio Rocchini; Gaia Vaglio Laurin; Michela Perrone; Roberto Tognetti,"Abstract Biodiversity underpins ecosystem resilience and human well being, yet conventional field inventories alone cannot monitor its rapid change across large areas. Earth observation fills this gap by providing consistent, repeatable measurements for assessing biodiversity change. Lidar is particularly well suited to biodiversity assessment because it captures three dimensional (3D) vegetation structure, which is linked to habitat complexity. The Global Ecosystem Dynamics Investigation (GEDI) spaceborne lidar mission delivers consistent, globally distributed 3D structure measurements, enabling explicit inference at extents unattainable from aircraft. Here we review 29 studies that use GEDI for biodiversity assessment across ecosystems and taxa. We first map geographic and ecosystem coverage, then synthesize how GEDI data have been used for evaluating aspects of biodiversity. We next assess approaches to link GEDI information and biodiversity variables, and evaluate which aspects of biodiversity have been targeted and their effectiveness. We discuss key limitations and chart future directions, including hypothesis driven data fusion, uncertainty propagation, and cross mission synergies. We find that the use of GEDI for biodiversity applications has increased steadily since 2019, where most work has focused on alpha diversity and species–habitat relationships in forest ecosystems, with a strong emphasis on birds and trees. GEDI structural metrics are commonly fused with complementary predictors from optical, radar, topography, and climate datasets for continuously mapped structure measures, which generally improves model performance relative to GEDI only inputs. By contrast, applications of beta/gamma taxonomic patterns, functional or phylogenetic diversity, non forest systems, and other taxa (e.g. bats, insects, small mammals) remain rare and are represented mainly by isolated case studies. Most analyses are conducted at local to regional scales thus global assessments are still limited. Key methodological gaps include standardized in-situ validation, explicit uncertainty treatment, and temporal analyses beyond single snapshots. Overall, GEDI has become a valuable baseline for biodiversity assessment, yet broader uptake—particularly across ecosystems, taxa, and scales—will benefit from continued multi sensor fusion, improved validation frameworks, and follow on spaceborne lidar missions with greater spatial continuity and accuracy.",,,0.9,The article reviews a technology (GEDI lidar) but does not relate it to conservation management.,,,,,False,0,10.1088/1748-9326/ae608a
453,"Human and geographic dimensions of heat risk: progress, challenges, and opportunities",,,,,0.0,Environmental Research Letters,A,applied_ecology,Olga V Wilhelmi; Mary H Hayden; Peter D Howe; Jennifer K Vanos; Sara Meerow; Dana Habeeb; V Kelly Turner; Cenlin He; Ulrike Passe; Tian Yao; Rodrigo Leal; Rajesh Kumar; Benjamin Crawford; Kevin Lanza; Alamin Molla; Andrew J Newman; Amanda L Laverty; Jean Claude Iradukunda; Carly Frank; Tammie Visintainer,,,,0.8,"Although discussing heat risk, the focus is not on conservation decision contexts.",,,,,False,0,10.1088/1748-9326/ae5fb2
454,Synthesizing land use and demographic change in Southeast Asia’s smaller urbanized areas from 2000-2015,,,,,0.0,Environmental Research Letters,A,applied_ecology,Andrea E Gaughan; Forrest Stevens; Andrew Zimmer; Deborah Balk; Eskinder Gidey; Cascade Tuholske; Son V Nghiem,"Abstract The majority of the human population now reside in urban areas today. The United Nations estimates that nearly half of all urban dwellers live in cities smaller than 500,000 persons and the overwhelming share of future urban growth will take place in Asia and Africa, likely in these smaller urban areas not mega cities. The shifting landscape regarding global demographic patterns and understanding the factors that influence urban demographic trajectories is critical to address sustainable and equitable policy initiatives related to food security, changing climate hazard exposure, and economic opportunities. Here we focus on the rapidly changing Southeast Asian region – a region historically characterized by lower urban population proportions, yet with rapidly shifting dynamic demographic – to examine correlates of demographic change among smaller cities. We combine two open-source satellite-informed datasets: GHS Urban Centre Database (2015) and age-sex gridded data from WorldPop to calculate socio-demographic characteristics to model drivers of change in annualized urban population growth from 2000-2015 for 505 urbanized places. We find for most urban areas in Southeast Asia, there is a general pattern of decreasing dependency ratios as city-size increases. Higher rates of growth and more variation is observed for smaller cities – those with fewer than 300,000 persons, the lowest population limit for UN data on urbanization. When examining covariates of urban population growth, we find significant statistical associations of population change in smaller urbanized areas with climatic, economic, and land cover/land use variables, but with country-specific variations. Characterizing a continuum of urban population development in the context of changing environmental, economic and climate conditions has been an important sustainable development and equity issue for decades, but newer analysis of city-level drivers allows for systematic inquiry thus moving beyond total population counts for policy-relevant insight. &amp;#xD;",,,0.85,The synthesis of demographic changes lacks a decision support or conservation management focus.,,,,,False,0,10.1088/1748-9326/ae5fb1
455,Arctic sea ice loss drives enhanced East Asian summer temperature variability,,,,,0.0,Environmental Research Letters,A,applied_ecology,Doo Young Lee; Sang-Wook Yeh; Yong-Han Lee; Guojian Wang; Shangfeng Chen; Renguang Wu,"Abstract This study investigates the link between enhanced Arctic sea ice (ASI) variability and increased summer temperature variability over East Asia since the early 2000s. We find that the rate of ASI decline has accelerated during this period, accompanied by a near doubling of its interannual variability. This heightened variability is associated with a reorganization of Arctic atmospheric circulation, characterized by the increased prominence and intensified variability of a dipole-like mode. This mode is strongly correlated with the marked increase in summer surface temperature variability across East Asia. The underlying mechanism involves the dipole-like mode driving pronounced meridional shifts in the East Asian jet stream, which reshape the upper-tropospheric structure and generate opposing cooling and warming anomalies, thereby amplifying regional temperature contrasts. These results indicate that the loss of ASI affects not only the mean-state of Arctic circulation but also enhances its dynamical variability, strengthening Arctic–midlatitude teleconnections and increasing the likelihood of extreme climate events. Our findings highlight summer ASI variability as a critical factor influencing midlatitude climate variability and prediction uncertainty, underscoring its importance for future seasonal forecasts and long-term climate risk assessments in East Asia.",,,0.9,"This study examines temperature variability related to sea ice loss, not tied to explicit conservation actions.",,,,,False,0,10.1088/1748-9326/ae5fb0
456,Impact of the northern polar vortex and geomagnetic activity on solar radiation at surface and solar power production in Europe,,,,,0.0,Environmental Research Letters,A,applied_ecology,Veera Juntunen; Timo Asikainen; Antti Salminen,"Abstract Energy production by solar panels depends directly on the amount of incoming solar radiation at the surface. During winter, the weather in Europe is strongly influenced by the polar vortex, a westerly wind system circulating around the polar region in the stratosphere and mesosphere. A strong vortex typically brings warm and cloudy conditions to northern Europe, while southern Europe experiences clearer skies and colder weather. The state of the polar vortex is modulated by factors such as energetic electron precipitation (EEP) from space and planetary waves propagating toward the polar region. In this study, we investigate how the strength of the polar vortex affects wintertime cloud cover, surface incoming solar radiation, and solar power production across Europe. We show that strong vortex and increased EEP are linked with decreased cloud cover and increased solar power production in southern Europe, when the quasi-biennial oscillation is in its easterly phase. We find a particularly strong influence in Spain, which we examine in more detail.",,,0.85,The focus on solar radiation and activity impacts does not relate to conservation decision-making.,,,,,False,0,10.1088/1748-9326/ae5faf
458,Framework for global emulation of extreme precipitation along global warming trajectories,,,,,0.0,Environmental Research Letters,A,applied_ecology,Lorenzo Pierini; Lukas Gudmundsson; Yann Quilcaille; Sonia I Seneviratne,"Abstract Extreme precipitation events can cause catastrophic flooding and damage, with climate change projected to intensify associated risks. For reliable impact assessments, it is crucial to account for rare and unprecedented events that produce the most severe societal and economic consequences. Climate emulators provide an efficient means to explore such possibilities, generating large ensembles at a fraction of the computational cost of Earth system models. We introduce a framework for emulation of annual maximum daily precipitation that produces spatially resolved time series conditioned on global mean temperature trajectories, developed within the MESMER-X framework. The emulator, trained on CMIP6 models, faithfully replicates their key statistical properties, natural variability, spatial patterns, and global warming response. Dedicated treatment of arid-region behavior, where even annual maxima can approach zero, and of heavy-tailed tropical extremes ensures consistency with the input data. These developments enable large-ensemble probabilistic exploration and rapid assessment of heavy precipitation events across warming trajectories, supporting regional- to global-scale climate risk assessments and policy-relevant questions linking emission scenarios to changes in precipitation extremes.",,,0.9,The framework focuses on precipitation without direct links to conservation management actions.,,,,,False,0,10.1088/1748-9326/ae5fad
460,Cloud feedback overestimated in coupled CESM2 simulations relative to AMIP simulations and satellite observations: importance of the pattern effect and implications for climate sensitivity,,,,,0.0,Environmental Research Letters,A,applied_ecology,Shiv Priyam Raghuraman; Brian Medeiros,"Abstract The community earth system model 2 (CESM2) has a high equilibrium climate sensitivity due to a large cloud feedback. Understanding whether its cloud feedback is realistic is thus of scientific and societal importance. We show that when CESM2 is prescribed observed sea surface temperatures (SSTs) and sea ice during 2002–2022 (atmospheric model intercomparison project (AMIP) conditions), it reproduces satellite observations within uncertainty. When CESM2 is allowed to freely evolve with a coupled atmosphere-ocean during the same period, the modelled cloud feedback becomes much larger than the observations and associated uncertainty. This larger cloud feedback in the coupled simulations compared to AMIP simulations is due to the SST pattern effect, particularly the reduced east-west temperature gradient in the tropical Pacific. The cloud feedback overestimation bias largely arises from the East Pacific. Using a quantitative process-based decomposition, we found that the thick low cloud amount decreases much more in the model than observations thereby reflecting less sunlight and hence warming the planet. These cloud changes are tied to coupled atmosphere-ocean processes such as excessive surface warming in the East Pacific, an enhanced weakening of the Walker circulation, and reduced lower tropospheric stability in the East Pacific relative to observations. Finally, the present-day coupled simulations show several similarities to the future equilibrium warming simulation’s SST pattern and cloud feedback. Should such a warming pattern indeed manifest at equilibrium, our results suggest that the model’s high climate sensitivity may be realized.",,,0.9,The study addresses cloud feedback without a direct link to conservation decisions or management.,,,,,False,0,10.1088/1748-9326/ae5fab
